"Feature" "Gain" "Cover" "Frequency"
"891" "`XLE_LE=F_price_ratio`" 0 0.001 0
"892" "HSI_FTSE_price_ratio" 0 0 0
"893" "BFX_IEF_price_ratio" 0 0 0
"894" "AORD_HSI_price_ratio" 0 0 0
"895" "`ZC=F_KE=F_rsi14_ratio`" 0 0 0
"896" "`ZO=F_SI=F_price_ratio`" 0 0 0
"897" "`NG=F_LE=F_rsi14_ratio`" 0 0 0
"898" "`DJI_RB=F_rsi14_ratio`" 0 0.001 0
"899" "`XLV_ZS=F_rsi14_ratio`" 0 0.001 0
"900" "`FCHI_SI=F_price_ratio`" 0 0 0
"901" "IXIC_GDAXI_price_ratio" 0 0 0
"902" "`SI=F_HO=F_rsi14_ratio`" 0 0 0.001
"903" "XLV_000001.SS_rsi14_ratio" 0 0 0
"904" "`CC=F_TNX_rsi14_ratio`" 0 0 0
"905" "`GDAXI_HG=F_rsi14_ratio`" 0 0 0
"906" "`XLE_ZM=F_rsi14_ratio`" 0 0 0
"907" "`STI_HE=F_rsi14_ratio`" 0 0 0
"908" "`GSPTSE_NG=F_rsi14_ratio`" 0 0 0
"909" "`XLV_GC=F_rsi14_ratio`" 0 0 0
"910" "`XAX_CC=F_rsi14_ratio`" 0 0 0
"911" "MXX_STI_rsi14_ratio" 0 0.001 0
"912" "N100_FCHI_price_ratio" 0 0.001 0
"913" "BVSP_JKSE_price_ratio" 0 0 0
"914" "XLE_KS11_price_ratio" 0 0 0
"915" "FVX_IRX_price_ratio" 0 0 0
"916" "XLE_IXIC_rsi14_ratio" 0 0 0
"917" "AORD_AXJO_price_ratio" 0 0 0
"918" "XLI_BVSP_price_ratio" 0 0 0
"919" "AORD_TYX_price_ratio" 0 0 0
"920" "`CT=F_KC=F_rsi14_ratio`" 0 0 0
"921" "XAX_VIX_rsi14_ratio" 0 0 0
"922" "`ZC=F_SI=F_price_ratio`" 0 0 0
"923" "`ZM=F_KE=F_rsi14_ratio`" 0 0.001 0.001
"924" "`JKSE_CL=F_rsi14_ratio`" 0 0.001 0
"925" "`ZM=F_OJ=F_rsi14_ratio`" 0 0 0
"926" "RUT_IXIC_rsi14_ratio" 0 0.001 0.001
"927" "`KS11_ZS=F_rsi14_ratio`" 0 0 0
"928" "AORD_GSPTSE_price_ratio" 0 0 0
"929" "`XLF_KE=F_rsi14_ratio`" 0 0 0
"930" "XLU_NZ50_price_ratio" 0 0.001 0
"931" "`OJ=F_NZ50_rsi14_ratio`" 0 0 0
"932" "`DJI_ZO=F_price_ratio`" 0 0 0
"933" "KLSE_XHB_price_ratio" 0 0 0
"934" "STI_SHY_price_ratio" 0 0 0
"935" "`AORD_HO=F_rsi14_ratio`" 0 0 0
"936" "`ZM=F_XHB_rsi14_ratio`" 0 0 0
"937" "`CC=F_XHB_price_ratio`" 0 0 0
"938" "`GF=F_OJ=F_rsi14_ratio`" 0 0.001 0.001
"939" "`KS11_ZC=F_price_ratio`" 0 0.001 0
"940" "`GSPTSE_OJ=F_rsi14_ratio`" 0 0.001 0
"941" "`FVX_HE=F_price_ratio`" 0 0 0
"942" "FTSE_JKSE_rsi14_ratio" 0 0 0
"943" "`SI=F_SHY_rsi14_ratio`" 0 0 0
"944" "BFX_TWII_price_ratio" 0 0 0
"945" "XLI_SHY_rsi14_ratio" 0 0 0
"946" "NYA_FTSE_rsi14_ratio" 0 0 0.001
"947" "`KS11_NG=F_price_ratio`" 0 0 0
"948" "`CT=F_NG=F_rsi14_ratio`" 0 0 0.001
"949" "`XAX_RB=F_rsi14_ratio`" 0 0 0.001
"950" "FCHI_BSESN_rsi14_ratio" 0 0 0
"951" "XLV_TNX_rsi14_ratio" 0 0 0
"952" "`XLI_KE=F_rsi14_ratio`" 0 0.001 0
"953" "XLB_MERV_price_ratio" 0 0 0
"954" "GDAXI_N225_rsi14_ratio" 0 0 0
"955" "`CT=F_NZ50_rsi14_ratio`" 0 0.001 0
"956" "`NYA_ZL=F_rsi14_ratio`" 0 0 0
"957" "XLV_BVSP_price_ratio" 0 0 0
"958" "`KC=F_LE=F_price_ratio`" 0 0 0
"959" "N225_000001.SS_rsi14_ratio" 0 0 0.001
"960" "XAX_AORD_rsi14_ratio" 0 0 0
"961" "XLI_smacross" 0 0 0
"962" "`BFX_LE=F_rsi14_ratio`" 0 0 0
"963" "GSPC_TWII_rsi14_ratio" 0 0 0
"964" "`CC=F_SI=F_price_ratio`" 0 0 0
"965" "`JKSE_NG=F_rsi14_ratio`" 0 0 0
"966" "`NG=F_IEF_rsi14_ratio`" 0 0 0
"967" "XLU_XLV_price_ratio" 0 0 0
"968" "`ZL=F_ZC=F_rsi14_ratio`" 0 0 0.001
"969" "XLE_TWII_rsi14_ratio" 0 0 0.001
"970" "MXX_XHB_rsi14_ratio" 0 0 0
"971" "`CT=F_NZ50_price_ratio`" 0 0 0
"972" "`LE=F_SHY_price_ratio`" 0 0 0
"973" "`SB=F_ZC=F_price_ratio`" 0 0 0
"974" "`XLE_HG=F_price_ratio`" 0 0 0
"975" "`XLP_HG=F_rsi14_ratio`" 0 0 0
"976" "`KC=F_VIX_price_ratio`" 0 0 0.001
"977" "`GC=F_RB=F_rsi14_ratio`" 0 0 0
"978" "NYA_XLI_rsi14_ratio" 0 0.001 0.001
"979" "IXIC_FCHI_price_ratio" 0 0 0
"980" "XLY_IEF_rsi14_ratio" 0 0 0
"981" "`BSESN_LE=F_rsi14_ratio`" 0 0.001 0.001
"982" "RUT_GSPC_price_ratio" 0 0.001 0
"983" "FTSE_rsi14" 0 0 0.001
"984" "XLE_IRX_rsi14_ratio" 0 0 0
"985" "`HE=F_GF=F_rsi14_ratio`" 0 0 0
"986" "`NYA_ZC=F_price_ratio`" 0 0 0
"987" "`ZL=F_CL=F_rsi14_ratio`" 0 0 0
"988" "BVSP_KLSE_price_ratio" 0 0 0
"989" "RUT_AORD_rsi14_ratio" 0 0 0
"990" "XLK_MXX_rsi14_ratio" 0 0 0.001
"991" "`ZR=F_CT=F_price_ratio`" 0 0 0
"992" "`ZO=F_SHY_price_ratio`" 0 0.001 0
"993" "TWII_N225_rsi14_ratio" 0 0 0.001
"994" "`DJI_ZS=F_rsi14_ratio`" 0 0 0
"995" "`CC=F_OJ=F_rsi14_ratio`" 0 0 0
"996" "`BSESN_RB=F_price_ratio`" 0 0 0
"997" "XLE_XHB_price_ratio" 0 0 0
"998" "NYA_BFX_rsi14_ratio" 0 0 0
"999" "`NYA_NG=F_rsi14_ratio`" 0 0 0
"1000" "BSESN_IEF_price_ratio" 0 0 0
"1001" "`CT=F_IEF_rsi14_ratio`" 0 0 0
"1002" "`KC=F_NG=F_price_ratio`" 0 0 0
"1003" "`KS11_CL=F_rsi14_ratio`" 0 0 0
"1004" "`BSESN_ZC=F_price_ratio`" 0 0 0
"1005" "`FVX_ZC=F_rsi14_ratio`" 0 0 0.001
"1006" "`GSPTSE_LE=F_rsi14_ratio`" 0 0 0
"1007" "NG.F_rsi14" 0 0 0
"1008" "`BSESN_ZL=F_rsi14_ratio`" 0 0 0.001
"1009" "`RUT_CC=F_rsi14_ratio`" 0 0 0
"1010" "`JKSE_KE=F_rsi14_ratio`" 0 0 0
"1011" "`TYX_CL=F_rsi14_ratio`" 0 0 0.001
"1012" "XLY_TWII_rsi14_ratio" 0 0 0
"1013" "RUT_NZ50_price_ratio" 0 0 0
"1014" "N100_BFX_rsi14_ratio" 0 0.001 0.001
"1015" "`XLV_ZS=F_price_ratio`" 0 0 0
"1016" "`STI_CC=F_rsi14_ratio`" 0 0 0
"1017" "`HSI_KC=F_rsi14_ratio`" 0 0 0
"1018" "DJI_BVSP_price_ratio" 0 0 0
"1019" "HSI_TLT_price_ratio" 0 0 0
"1020" "`OJ=F_TLT_price_ratio`" 0 0 0
"1021" "FCHI_TNX_rsi14_ratio" 0 0 0
"1022" "XLF_FTSE_price_ratio" 0 0 0
"1023" "`MERV_GC=F_rsi14_ratio`" 0 0 0
"1024" "XLF_N225_rsi14_ratio" 0 0 0.001
"1025" "N100_HSI_rsi14_ratio" 0 0 0.001
"1026" "`XLF_KC=F_price_ratio`" 0 0 0
"1027" "KLSE_NZ50_rsi14_ratio" 0 0.001 0
"1028" "`KC=F_HG=F_rsi14_ratio`" 0 0.001 0.001
"1029" "`SB=F_LE=F_price_ratio`" 0 0 0
"1030" "`BFX_HG=F_rsi14_ratio`" 0 0.001 0.001
"1031" "`FCHI_OJ=F_price_ratio`" 0 0 0
"1032" "XLE_VIX_rsi14_ratio" 0 0 0
"1033" "`CC=F_OJ=F_price_ratio`" 0 0 0
"1034" "`BSESN_HO=F_rsi14_ratio`" 0 0 0
"1035" "`SB=F_XHB_price_ratio`" 0 0 0
"1036" "XLU_AORD_rsi14_ratio" 0 0 0.001
"1037" "FCHI_TNX_price_ratio" 0 0 0
"1038" "NYA_DJI_rsi14_ratio" 0 0.001 0.001
"1039" "XLF_BSESN_rsi14_ratio" 0 0 0
"1040" "`IRX_OJ=F_rsi14_ratio`" 0 0.001 0.001
"1041" "XLK_FTSE_rsi14_ratio" 0 0 0
"1042" "`XLP_ZO=F_rsi14_ratio`" 0 0 0.001
"1043" "`KE=F_NZ50_price_ratio`" 0 0 0
"1044" "STI_TLT_price_ratio" 0 0 0
"1045" "FCHI_KS11_rsi14_ratio" 0 0 0.001
"1046" "`ZC=F_KE=F_price_ratio`" 0 0 0
"1047" "`000001.SS_CL=F_price_ratio`" 0 0 0
"1048" "`XLB_OJ=F_rsi14_ratio`" 0 0 0
"1049" "`HSI_SB=F_price_ratio`" 0 0 0
"1050" "BFX_KS11_price_ratio" 0 0 0
"1051" "IXIC_NZ50_price_ratio" 0 0 0
"1052" "XLF_000001.SS_rsi14_ratio" 0 0 0
"1053" "`JKSE_ZS=F_price_ratio`" 0 0 0
"1054" "XLU_N100_price_ratio" 0 0 0
"1055" "FTSE_XHB_rsi14_ratio" 0 0 0
"1056" "`ZL=F_OJ=F_rsi14_ratio`" 0 0 0
"1057" "`XLV_ZL=F_rsi14_ratio`" 0 0.001 0
"1058" "`XLU_ZR=F_rsi14_ratio`" 0 0.001 0
"1059" "`XLE_NG=F_price_ratio`" 0 0 0
"1060" "XLV_AXJO_rsi14_ratio" 0 0 0
"1061" "XLF_XHB_price_ratio" 0 0 0.001
"1062" "XLU_NZ50_rsi14_ratio" 0 0 0
"1063" "`TNX_LE=F_price_ratio`" 0 0.001 0
"1064" "XLE_XLP_price_ratio" 0 0 0
"1065" "BFX_BVSP_rsi14_ratio" 0 0.001 0
"1066" "`CT=F_GSPTSE_rsi14_ratio`" 0 0 0
"1067" "`VIX_SB=F_rsi14_ratio`" 0 0 0
"1068" "`MXX_ZM=F_rsi14_ratio`" 0 0 0.001
"1069" "XLU_JKSE_rsi14_ratio" 0 0 0.001
"1070" "FCHI_FTSE_price_ratio" 0 0 0
"1071" "`CT=F_LE=F_rsi14_ratio`" 0 0 0
"1072" "`CC=F_ZM=F_rsi14_ratio`" 0 0 0
"1073" "XLE_MXX_rsi14_ratio" 0 0 0.001
"1074" "BSESN_KS11_rsi14_ratio" 0 0 0
"1075" "`ZR=F_ZM=F_rsi14_ratio`" 0 0 0
"1076" "`XLI_OJ=F_price_ratio`" 0 0 0
"1077" "`AORD_OJ=F_rsi14_ratio`" 0 0.001 0.001
"1078" "XLI_MERV_rsi14_ratio" 0 0 0
"1079" "IEF_XHB_rsi14_ratio" 0 0 0
"1080" "`CC=F_HG=F_rsi14_ratio`" 0 0 0
"1081" "XLF_KS11_price_ratio" 0 0 0
"1082" "`KLSE_OJ=F_rsi14_ratio`" 0 0 0
"1083" "NYA_GSPC_rsi14_ratio" 0 0 0
"1084" "`IRX_HG=F_rsi14_ratio`" 0 0.001 0.001
"1085" "`SI=F_IEF_rsi14_ratio`" 0 0.001 0
"1086" "AORD_BSESN_rsi14_ratio" 0 0 0
"1087" "`XLB_NG=F_rsi14_ratio`" 0 0 0
"1088" "`STI_SB=F_rsi14_ratio`" 0 0 0
"1089" "XLV_DJI_rsi14_ratio" 0 0.001 0.001
"1090" "`XLV_ZM=F_rsi14_ratio`" 0 0.002 0
"1091" "MERV_smacross" 0 0 0
"1092" "FCHI_STI_rsi14_ratio" 0 0 0.001
"1093" "AORD_TYX_rsi14_ratio" 0 0 0.001
"1094" "`CC=F_LE=F_rsi14_ratio`" 0 0.001 0
"1095" "XLF_MXX_price_ratio" 0 0 0
"1096" "N225_rsi14" 0 0 0
"1097" "`ZR=F_CC=F_price_ratio`" 0 0 0
"1098" "`STI_SI=F_rsi14_ratio`" 0 0 0
"1099" "`ZM=F_NZ50_price_ratio`" 0 0 0
"1100" "`NYA_HG=F_rsi14_ratio`" 0 0 0
"1101" "IXIC_GDAXI_rsi14_ratio" 0 0 0.001
"1102" "`KE=F_HE=F_rsi14_ratio`" 0 0 0.001
"1103" "TLT_XHB_rsi14_ratio" 0 0 0
"1104" "`FTSE_SB=F_rsi14_ratio`" 0 0 0
"1105" "`BFX_CC=F_price_ratio`" 0 0 0
"1106" "NYA_N225_rsi14_ratio" 0 0 0
"1107" "`BSESN_GC=F_rsi14_ratio`" 0 0 0
"1108" "GDAXI_FTSE_rsi14_ratio" 0 0 0
"1109" "`XLU_OJ=F_price_ratio`" 0 0 0
"1110" "XLU_000001.SS_rsi14_ratio" 0 0 0
"1111" "TNX_NZ50_rsi14_ratio" 0 0.002 0.001
"1112" "FVX_JKSE_rsi14_ratio" 0 0.001 0
"1113" "`XLK_LE=F_price_ratio`" 0 0 0
"1114" "`IRX_GF=F_rsi14_ratio`" 0 0 0
"1115" "`KC=F_JKSE_rsi14_ratio`" 0 0 0
"1116" "`SB=F_RB=F_rsi14_ratio`" 0 0 0
"1117" "XAX_IRX_rsi14_ratio" 0 0 0
"1118" "XLU_KS11_rsi14_ratio" 0 0 0
"1119" "`ZC=F_RB=F_rsi14_ratio`" 0 0 0.001
"1120" "KS11_000001.SS_rsi14_ratio" 0 0 0
"1121" "`XAX_KE=F_price_ratio`" 0 0 0
"1122" "`DJI_HO=F_rsi14_ratio`" 0 0.001 0
"1123" "XLI_TYX_rsi14_ratio" 0 0 0
"1124" "`MERV_LE=F_rsi14_ratio`" 0 0 0.001
"1125" "XLB_TWII_rsi14_ratio" 0 0 0.001
"1126" "`N225_NG=F_rsi14_ratio`" 0 0 0
"1127" "`FTSE_LE=F_rsi14_ratio`" 0 0 0
"1128" "XLI_N225_rsi14_ratio" 0 0 0
"1129" "XAX_FVX_rsi14_ratio" 0 0 0
"1130" "`CC=F_HG=F_price_ratio`" 0 0 0
"1131" "XLE_XLI_price_ratio" 0 0 0
"1132" "MXX_000001.SS_rsi14_ratio" 0 0 0.001
"1133" "HE.F_rsi14" 0 0 0
"1134" "`GSPTSE_HO=F_rsi14_ratio`" 0 0 0
"1135" "`SB=F_HE=F_price_ratio`" 0 0 0
"1136" "`GDAXI_ZM=F_rsi14_ratio`" 0 0 0
"1137" "`ZR=F_N225_price_ratio`" 0 0 0
"1138" "`MERV_RB=F_rsi14_ratio`" 0 0 0
"1139" "`CT=F_SHY_price_ratio`" 0 0 0
"1140" "`KS11_HO=F_rsi14_ratio`" 0 0 0
"1141" "`KC=F_GF=F_rsi14_ratio`" 0 0 0
"1142" "AXJO_JKSE_rsi14_ratio" 0 0.001 0.001
"1143" "`SI=F_HE=F_rsi14_ratio`" 0 0 0
"1144" "FCHI_000001.SS_rsi14_ratio" 0 0.001 0.001
"1145" "`XLV_ZO=F_price_ratio`" 0 0 0
"1146" "`XLV_CT=F_rsi14_ratio`" 0 0 0
"1147" "DJI_MERV_rsi14_ratio" 0 0 0.001
"1148" "`TNX_GF=F_rsi14_ratio`" 0 0 0
"1149" "IXIC_KLSE_rsi14_ratio" 0 0 0.001
"1150" "HSI_000001.SS_rsi14_ratio" 0 0.001 0.001
"1151" "XLU_BVSP_rsi14_ratio" 0 0 0
"1152" "`FVX_CL=F_price_ratio`" 0 0 0
"1153" "XLI_FCHI_rsi14_ratio" 0 0 0.001
"1154" "XLE_000001.SS_price_ratio" 0 0 0
"1155" "`CT=F_VIX_price_ratio`" 0 0 0
"1156" "`KS11_ZL=F_rsi14_ratio`" 0 0.001 0
"1157" "`ZC=F_GC=F_rsi14_ratio`" 0 0 0
"1158" "`FVX_ZL=F_rsi14_ratio`" 0 0 0
"1159" "`XLK_RB=F_price_ratio`" 0 0 0
"1160" "XLP_KS11_rsi14_ratio" 0 0.001 0.001
"1161" "XLY_GDAXI_rsi14_ratio" 0 0 0
"1162" "HSI_smacross" 0 0 0
"1163" "XLV_XHB_price_ratio" 0 0.001 0
"1164" "BFX_AXJO_rsi14_ratio" 0 0 0
"1165" "XLE_XLK_price_ratio" 0 0 0
"1166" "KLSE_FTSE_rsi14_ratio" 0 0.001 0
"1167" "XLE_MXX_price_ratio" 0 0 0
"1168" "FVX_IRX_rsi14_ratio" 0 0.001 0.001
"1169" "`HE=F_GF=F_price_ratio`" 0 0 0
"1170" "`GDAXI_ZR=F_price_ratio`" 0 0 0
"1171" "`N100_LE=F_rsi14_ratio`" 0 0.001 0
"1172" "`IRX_ZS=F_rsi14_ratio`" 0 0 0
"1173" "`ZR=F_SI=F_rsi14_ratio`" 0 0 0
"1174" "`000001.SS_NG=F_price_ratio`" 0 0 0
"1175" "DJI_TLT_rsi14_ratio" 0 0.001 0
"1176" "`TWII_HE=F_rsi14_ratio`" 0 0 0
"1177" "SI.F_smacross" 0 0 0
"1178" "`000001.SS_GF=F_rsi14_ratio`" 0 0 0.001
"1179" "MXX_TWII_rsi14_ratio" 0 0 0
"1180" "`TWII_SI=F_price_ratio`" 0 0 0
"1181" "`GDAXI_GF=F_rsi14_ratio`" 0 0.001 0
"1182" "`ZR=F_HG=F_rsi14_ratio`" 0 0.001 0.001
"1183" "N100_STI_price_ratio" 0 0 0
"1184" "XLI_KS11_price_ratio" 0 0 0
"1185" "TNX_TLT_price_ratio" 0 0 0
"1186" "`N225_KE=F_price_ratio`" 0 0 0
"1187" "`NYA_GF=F_price_ratio`" 0 0 0
"1188" "HSI_IRX_rsi14_ratio" 0 0 0.001
"1189" "KE.F_rsi14" 0 0 0.001
"1190" "`VIX_ZL=F_rsi14_ratio`" 0 0 0
"1191" "XLI_DJI_rsi14_ratio" 0 0.001 0.001
"1192" "GSPTSE_KS11_rsi14_ratio" 0 0 0
"1193" "`ZR=F_SHY_rsi14_ratio`" 0 0 0.001
"1194" "XLV_GSPTSE_rsi14_ratio" 0 0 0
"1195" "`LE=F_OJ=F_rsi14_ratio`" 0 0 0.001
"1196" "`ZO=F_CL=F_price_ratio`" 0 0 0.001
"1197" "FCHI_HSI_rsi14_ratio" 0 0 0
"1198" "`XAX_HE=F_price_ratio`" 0 0 0
"1199" "`KC=F_ZC=F_price_ratio`" 0 0 0
"1200" "`CL=F_HG=F_price_ratio`" 0 0 0
"1201" "`ZM=F_SHY_rsi14_ratio`" 0 0 0
"1202" "`CC=F_SI=F_rsi14_ratio`" 0 0 0
"1203" "HSI_FTSE_rsi14_ratio" 0 0 0.001
"1204" "`XLV_KE=F_rsi14_ratio`" 0 0 0
"1205" "RUT_GDAXI_rsi14_ratio" 0 0 0
"1206" "`VIX_NG=F_rsi14_ratio`" 0 0 0
"1207" "BSESN_SHY_rsi14_ratio" 0 0 0.001
"1208" "`GDAXI_HE=F_price_ratio`" 0 0 0
"1209" "GDAXI_JKSE_rsi14_ratio" 0 0 0
"1210" "`XLP_ZR=F_price_ratio`" 0 0 0
"1211" "`CT=F_SI=F_price_ratio`" 0 0 0
"1212" "`FTSE_ZS=F_price_ratio`" 0 0 0
"1213" "BFX_JKSE_price_ratio" 0 0 0
"1214" "`KLSE_HE=F_price_ratio`" 0 0 0
"1215" "`XLK_HO=F_rsi14_ratio`" 0 0 0
"1216" "`IXIC_GC=F_price_ratio`" 0 0 0
"1217" "`KC=F_SB=F_rsi14_ratio`" 0 0 0
"1218" "`XLE_GF=F_price_ratio`" 0 0 0
"1219" "BSESN_N225_rsi14_ratio" 0 0 0
"1220" "BFX_SHY_price_ratio" 0 0 0
"1221" "`XLY_HO=F_price_ratio`" 0 0 0
"1222" "`GC=F_IEF_price_ratio`" 0 0 0
"1223" "JKSE_rsi14" 0 0 0.001
"1224" "AORD_GSPTSE_rsi14_ratio" 0 0 0
"1225" "`XLE_ZS=F_rsi14_ratio`" 0 0 0.001
"1226" "TYX_IEF_rsi14_ratio" 0 0 0
"1227" "`KS11_HE=F_rsi14_ratio`" 0 0 0
"1228" "`SI=F_GF=F_price_ratio`" 0 0 0
"1229" "`CT=F_OJ=F_price_ratio`" 0 0 0
"1230" "BFX_AXJO_price_ratio" 0 0 0
"1231" "XLE_DJI_rsi14_ratio" 0 0 0.001
"1232" "XLP_XLV_price_ratio" 0 0 0
"1233" "`MERV_CL=F_rsi14_ratio`" 0 0 0.001
"1234" "`ZR=F_SB=F_rsi14_ratio`" 0 0.001 0
"1235" "XLP_STI_rsi14_ratio" 0 0.001 0.001
"1236" "`IRX_SI=F_price_ratio`" 0 0 0
"1237" "TYX_NZ50_rsi14_ratio" 0 0 0
"1238" "CL.F_smacross" 0 0 0
"1239" "XLP_rsi14" 0 0.001 0.001
"1240" "`XLY_ZS=F_rsi14_ratio`" 0 0 0
"1241" "XLE_AORD_price_ratio" 0 0 0
"1242" "`AORD_KC=F_rsi14_ratio`" 0 0 0
"1243" "`ZL=F_LE=F_price_ratio`" 0 0 0
"1244" "HSI_KS11_rsi14_ratio" 0 0 0
"1245" "XLI_AORD_price_ratio" 0 0.001 0
"1246" "XLV_NZ50_price_ratio" 0 0 0
"1247" "`BVSP_GC=F_price_ratio`" 0 0 0
"1248" "`ZM=F_OJ=F_price_ratio`" 0 0 0
"1249" "`RB=F_GF=F_rsi14_ratio`" 0 0 0
"1250" "`HSI_CL=F_price_ratio`" 0 0 0
"1251" "`ZL=F_HO=F_price_ratio`" 0 0 0
"1252" "`XLF_GF=F_price_ratio`" 0 0 0
"1253" "`HG=F_SHY_rsi14_ratio`" 0 0 0
"1254" "`ZS=F_XHB_rsi14_ratio`" 0 0 0
"1255" "XLE_XHB_rsi14_ratio" 0 0 0
"1256" "XLE_GDAXI_rsi14_ratio" 0 0 0.001
"1257" "KS11_N225_price_ratio" 0 0 0
"1258" "`FCHI_ZR=F_rsi14_ratio`" 0 0 0
"1259" "XLU_BSESN_price_ratio" 0 0.001 0
"1260" "MXX_TNX_rsi14_ratio" 0 0 0
"1261" "MERV_GSPTSE_rsi14_ratio" 0 0 0
"1262" "`000001.SS_IEF_price_ratio`" 0 0 0
"1263" "`XLP_HE=F_rsi14_ratio`" 0 0 0
"1264" "`NG=F_TLT_price_ratio`" 0 0 0
"1265" "`KC=F_ZS=F_rsi14_ratio`" 0 0 0
"1266" "`CT=F_IRX_rsi14_ratio`" 0 0 0
"1267" "`BFX_ZR=F_rsi14_ratio`" 0 0 0
"1268" "`STI_OJ=F_rsi14_ratio`" 0 0 0
"1269" "`FCHI_CC=F_price_ratio`" 0 0 0
"1270" "`HSI_ZO=F_price_ratio`" 0 0 0
"1271" "`TNX_LE=F_rsi14_ratio`" 0 0 0
"1272" "RUT_XLP_price_ratio" 0 0 0
"1273" "`XLY_CC=F_rsi14_ratio`" 0 0 0
"1274" "HSI_TWII_rsi14_ratio" 0 0 0
"1275" "`BSESN_KC=F_rsi14_ratio`" 0 0.001 0.001
"1276" "AORD_XHB_rsi14_ratio" 0 0.001 0.001
"1277" "`XLI_SB=F_rsi14_ratio`" 0 0 0
"1278" "TYX_TWII_price_ratio" 0 0 0
"1279" "CL.F_rsi14" 0 0.001 0
"1280" "`MERV_GF=F_rsi14_ratio`" 0 0 0
"1281" "`XAX_ZL=F_rsi14_ratio`" 0 0 0
"1282" "XLI_FTSE_rsi14_ratio" 0 0 0.001
"1283" "XLB_GDAXI_price_ratio" 0 0 0
"1284" "HSI_GSPTSE_price_ratio" 0 0 0
"1285" "XLF_XLK_price_ratio" 0 0 0
"1286" "XLV_rsi14" 0 0 0
"1287" "IXIC_BSESN_price_ratio" 0 0 0
"1288" "JKSE_XHB_rsi14_ratio" 0 0 0
"1289" "XLU_BVSP_price_ratio" 0 0 0
"1290" "`FVX_CL=F_rsi14_ratio`" 0 0 0
"1291" "`AXJO_HG=F_rsi14_ratio`" 0 0 0
"1292" "`NYA_ZL=F_price_ratio`" 0 0.001 0
"1293" "XLE_FVX_rsi14_ratio" 0 0 0
"1294" "`XLP_SB=F_rsi14_ratio`" 0 0 0
"1295" "`RB=F_LE=F_rsi14_ratio`" 0 0.001 0
"1296" "`SB=F_SHY_rsi14_ratio`" 0 0 0.001
"1297" "`XLP_ZM=F_rsi14_ratio`" 0 0.001 0.001
"1298" "`RB=F_TLT_price_ratio`" 0 0 0
"1299" "`ZC=F_ZS=F_rsi14_ratio`" 0 0 0.001
"1300" "TNX_TWII_price_ratio" 0 0 0
"1301" "XLB_MXX_price_ratio" 0 0.001 0
"1302" "`CC=F_000001.SS_rsi14_ratio`" 0 0 0
"1303" "`FVX_ZM=F_rsi14_ratio`" 0 0 0
"1304" "XLK_XLU_rsi14_ratio" 0 0 0
"1305" "XLE_rsi14" 0 0 0
"1306" "`BSESN_HG=F_rsi14_ratio`" 0 0 0.001
"1307" "`CC=F_ZC=F_price_ratio`" 0 0 0
"1308" "`RUT_ZR=F_rsi14_ratio`" 0 0 0
"1309" "XLY_GSPTSE_rsi14_ratio" 0 0 0
"1310" "`MXX_OJ=F_rsi14_ratio`" 0 0 0
"1311" "IXIC_FTSE_rsi14_ratio" 0 0 0
"1312" "`CT=F_ZO=F_price_ratio`" 0 0 0
"1313" "`HG=F_ZS=F_rsi14_ratio`" 0 0 0.001
"1314" "`ZR=F_OJ=F_rsi14_ratio`" 0 0 0
"1315" "N100_smacross" 0 0 0
"1316" "KLSE_TLT_rsi14_ratio" 0 0 0
"1317" "FTSE_N225_rsi14_ratio" 0 0.001 0
"1318" "XLP_BVSP_rsi14_ratio" 0 0 0
"1319" "`BFX_HE=F_price_ratio`" 0 0 0
"1320" "`KS11_OJ=F_rsi14_ratio`" 0 0 0
"1321" "SB.F_smacross" 0 0 0
"1322" "`ZR=F_ZO=F_rsi14_ratio`" 0 0 0
"1323" "`ZL=F_RB=F_rsi14_ratio`" 0 0 0
"1324" "`XLY_SB=F_rsi14_ratio`" 0 0 0
"1325" "`FVX_SI=F_rsi14_ratio`" 0 0 0
"1326" "XAX_NZ50_rsi14_ratio" 0 0 0.001
"1327" "`TWII_HO=F_rsi14_ratio`" 0 0 0.001
"1328" "`CL=F_ZS=F_price_ratio`" 0 0.001 0
"1329" "`CC=F_N225_rsi14_ratio`" 0 0.001 0.001
"1330" "`CT=F_OJ=F_rsi14_ratio`" 0 0.001 0.001
"1331" "`ZO=F_SHY_rsi14_ratio`" 0 0 0
"1332" "RUT_XLE_price_ratio" 0 0 0
"1333" "`BVSP_CC=F_rsi14_ratio`" 0 0 0.001
"1334" "TWII_KS11_price_ratio" 0 0 0
"1335" "KLSE_rsi14" 0 0 0
"1336" "`GSPTSE_SI=F_price_ratio`" 0 0 0
"1337" "XLV_NZ50_rsi14_ratio" 0 0 0
"1338" "XLP_SHY_rsi14_ratio" 0 0 0.001
"1339" "`XLE_HO=F_price_ratio`" 0 0 0
"1340" "XLF_FTSE_rsi14_ratio" 0 0 0.001
"1341" "`CL=F_HE=F_price_ratio`" 0 0 0
"1342" "XLE_GSPTSE_rsi14_ratio" 0 0 0
"1343" "`BFX_GF=F_rsi14_ratio`" 0 0.001 0
"1344" "`MERV_ZC=F_rsi14_ratio`" 0 0 0
"1345" "`ZO=F_ZC=F_price_ratio`" 0 0 0
"1346" "NYA_AXJO_price_ratio" 0 0 0
"1347" "`XLE_ZR=F_rsi14_ratio`" 0 0 0
