"Feature" "Gain" "Cover" "Frequency"
"429" "RUT_BFX_rsi14_ratio" 0.001 0 0
"430" "`NYA_HG=F_rsi14_ratio`" 0.001 0 0
"431" "XLK_N100_rsi14_ratio" 0.001 0 0.001
"432" "XAX_GSPTSE_rsi14_ratio" 0.001 0 0
"433" "XLE_BFX_rsi14_ratio" 0.001 0.001 0.001
"434" "`CL=F_HE=F_rsi14_ratio`" 0.001 0.001 0.001
"435" "`KLSE_OJ=F_rsi14_ratio`" 0.001 0 0.001
"436" "XAX_XLV_rsi14_ratio" 0.001 0 0
"437" "BFX_NZ50_rsi14_ratio" 0.001 0.001 0.001
"438" "`N100_RB=F_rsi14_ratio`" 0.001 0 0
"439" "XLP_XLY_rsi14_ratio" 0.001 0.001 0.001
"440" "IXIC_AORD_rsi14_ratio" 0.001 0.001 0.001
"441" "`XLP_OJ=F_rsi14_ratio`" 0.001 0 0
"442" "`GSPTSE_ZM=F_price_ratio`" 0.001 0 0
"443" "XLB_MXX_rsi14_ratio" 0.001 0 0.001
"444" "NYA_JKSE_price_ratio" 0.001 0 0
"445" "`VIX_HE=F_rsi14_ratio`" 0.001 0 0
"446" "XLE_XLV_rsi14_ratio" 0.001 0.002 0
"447" "XLF_AXJO_rsi14_ratio" 0.001 0 0
"448" "`MERV_ZO=F_rsi14_ratio`" 0.001 0.001 0
"449" "ZM.F_rsi14" 0.001 0 0.001
"450" "`TWII_OJ=F_price_ratio`" 0.001 0 0
"451" "NYA_NZ50_rsi14_ratio" 0.001 0.001 0
"452" "XLE_NYA_price_ratio" 0.001 0 0
"453" "XLU_AXJO_price_ratio" 0.001 0.001 0
"454" "MERV_KS11_rsi14_ratio" 0.001 0.001 0
"455" "`000001.SS_CL=F_rsi14_ratio`" 0.001 0 0
"456" "`ZM=F_XHB_rsi14_ratio`" 0.001 0 0
"457" "HG.F_smacross" 0.001 0.001 0
"458" "XLK_XLY_rsi14_ratio" 0.001 0.002 0.002
"459" "XLF_GSPTSE_price_ratio" 0.001 0 0
"460" "`IRX_SI=F_rsi14_ratio`" 0.001 0.001 0
"461" "MXX_TYX_price_ratio" 0.001 0 0
"462" "XLK_KS11_rsi14_ratio" 0.001 0 0
"463" "XAX_XLE_price_ratio" 0.001 0.001 0
"464" "`MXX_KC=F_rsi14_ratio`" 0.001 0.001 0.001
"465" "AXJO_GSPTSE_price_ratio" 0.001 0.001 0
"466" "XLB_000001.SS_rsi14_ratio" 0.001 0.001 0
"467" "`HSI_HO=F_rsi14_ratio`" 0.001 0.002 0.001
"468" "`CC=F_GC=F_rsi14_ratio`" 0.001 0.001 0
"469" "KS11_TLT_rsi14_ratio" 0.001 0 0
"470" "`XLV_NG=F_rsi14_ratio`" 0.001 0.001 0.001
"471" "XLI_FCHI_price_ratio" 0.001 0 0
"472" "RUT_XLY_rsi14_ratio" 0.001 0.001 0.001
"473" "`MXX_LE=F_price_ratio`" 0.001 0.001 0
"474" "`SB=F_HG=F_rsi14_ratio`" 0.001 0 0.001
"475" "`XLB_KC=F_rsi14_ratio`" 0.001 0 0
"476" "`RUT_SI=F_rsi14_ratio`" 0.001 0 0
"477" "IRX_KS11_rsi14_ratio" 0.001 0.001 0
"478" "`XLE_NG=F_rsi14_ratio`" 0.001 0 0
"479" "DJI_000001.SS_rsi14_ratio" 0.001 0 0
"480" "GDAXI_smacross" 0.001 0.001 0
"481" "HSI_TWII_rsi14_ratio" 0.001 0 0.001
"482" "`KC=F_RB=F_rsi14_ratio`" 0.001 0.001 0.001
"483" "FTSE_JKSE_rsi14_ratio" 0.001 0 0
"484" "XLV_TYX_rsi14_ratio" 0.001 0 0
"485" "`LE=F_IEF_price_ratio`" 0.001 0 0
"486" "`TNX_SI=F_rsi14_ratio`" 0.001 0 0
"487" "`XLP_ZO=F_price_ratio`" 0.001 0 0
"488" "IXIC_MXX_price_ratio" 0.001 0 0
"489" "FCHI_TWII_rsi14_ratio" 0.001 0.001 0
"490" "`FVX_ZM=F_rsi14_ratio`" 0.001 0 0
"491" "`RUT_LE=F_rsi14_ratio`" 0.001 0 0
"492" "`FCHI_CL=F_price_ratio`" 0.001 0 0
"493" "MERV_XHB_rsi14_ratio" 0.001 0.001 0.001
"494" "IRX_rsi14" 0.001 0 0
"495" "BSESN_JKSE_rsi14_ratio" 0.001 0.001 0.001
"496" "`GC=F_KE=F_rsi14_ratio`" 0.001 0 0.001
"497" "`STI_ZO=F_rsi14_ratio`" 0.001 0 0.001
"498" "`SB=F_IEF_rsi14_ratio`" 0.001 0 0
"499" "`SI=F_RB=F_price_ratio`" 0.001 0.001 0
"500" "`ZO=F_CL=F_rsi14_ratio`" 0.001 0 0
"501" "XLF_XHB_price_ratio" 0.001 0 0
"502" "`KC=F_ZC=F_rsi14_ratio`" 0.001 0.001 0.001
"503" "RUT_XLP_rsi14_ratio" 0.001 0 0.001
"504" "`HE=F_SHY_price_ratio`" 0.001 0.001 0
"505" "XLK_MERV_rsi14_ratio" 0.001 0 0
"506" "BFX_rsi14" 0.001 0 0
"507" "`NG=F_IEF_price_ratio`" 0.001 0 0
"508" "`XAX_ZL=F_rsi14_ratio`" 0.001 0 0.001
"509" "`CC=F_ZM=F_rsi14_ratio`" 0.001 0 0.001
"510" "XLU_DJI_price_ratio" 0.001 0 0
"511" "`JKSE_GF=F_price_ratio`" 0.001 0 0
"512" "XLP_KLSE_rsi14_ratio" 0.001 0.001 0
"513" "TYX_smacross" 0.001 0 0
"514" "N100_000001.SS_rsi14_ratio" 0.001 0 0
"515" "MXX_MERV_rsi14_ratio" 0.001 0.001 0.001
"516" "`XLY_OJ=F_rsi14_ratio`" 0.001 0 0
"517" "`TYX_ZL=F_rsi14_ratio`" 0.001 0 0
"518" "`HO=F_KE=F_rsi14_ratio`" 0.001 0 0
"519" "`XLE_OJ=F_rsi14_ratio`" 0.001 0 0
"520" "N100_KS11_rsi14_ratio" 0.001 0.001 0
"521" "`CT=F_KC=F_rsi14_ratio`" 0.001 0.001 0.001
"522" "`IRX_HO=F_rsi14_ratio`" 0.001 0.001 0.001
"523" "MERV_JKSE_rsi14_ratio" 0.001 0.001 0.001
"524" "XLP_N100_rsi14_ratio" 0.001 0 0
"525" "`KC=F_GSPTSE_price_ratio`" 0.001 0 0
"526" "VIX_GSPTSE_rsi14_ratio" 0.001 0.001 0
"527" "`ZR=F_N225_rsi14_ratio`" 0.001 0.001 0
"528" "`BSESN_RB=F_rsi14_ratio`" 0.001 0 0
"529" "`ZR=F_XHB_price_ratio`" 0.001 0 0
"530" "`GDAXI_CC=F_rsi14_ratio`" 0.001 0 0.001
"531" "XAX_GDAXI_rsi14_ratio" 0.001 0.001 0
"532" "`MXX_ZS=F_rsi14_ratio`" 0.001 0.001 0.001
"533" "`JKSE_OJ=F_rsi14_ratio`" 0.001 0 0
"534" "JKSE_NZ50_rsi14_ratio" 0.001 0 0
"535" "XLP_BVSP_rsi14_ratio" 0.001 0 0
"536" "`KC=F_VIX_rsi14_ratio`" 0.001 0 0
"537" "`XLB_ZR=F_rsi14_ratio`" 0.001 0.001 0
"538" "HSI_JKSE_rsi14_ratio" 0.001 0.001 0
"539" "XLI_MXX_rsi14_ratio" 0.001 0 0
"540" "CC.F_rsi14" 0.001 0 0
"541" "XLU_STI_rsi14_ratio" 0.001 0.001 0.001
"542" "`ZC=F_HO=F_price_ratio`" 0.001 0 0
"543" "`HSI_ZC=F_price_ratio`" 0.001 0 0
"544" "`XAX_RB=F_rsi14_ratio`" 0.001 0 0
"545" "FCHI_rsi14" 0.001 0 0
"546" "XLP_MERV_rsi14_ratio" 0.001 0 0
"547" "RUT_XAX_rsi14_ratio" 0.001 0.001 0.001
"548" "`SI=F_HE=F_price_ratio`" 0.001 0 0
"549" "`KS11_GC=F_rsi14_ratio`" 0.001 0.001 0.001
"550" "`XLU_ZM=F_rsi14_ratio`" 0.001 0.001 0.001
"551" "XLB_BFX_rsi14_ratio" 0.001 0.001 0
"552" "`XLU_ZR=F_rsi14_ratio`" 0.001 0.001 0.001
"553" "XLF_GSPTSE_rsi14_ratio" 0.001 0 0.001
"554" "BFX_STI_rsi14_ratio" 0.001 0 0.001
"555" "`XLU_CL=F_rsi14_ratio`" 0.001 0 0
"556" "XLF_STI_rsi14_ratio" 0.001 0.001 0.001
"557" "`XLV_GF=F_rsi14_ratio`" 0.001 0.002 0
"558" "BVSP_IRX_rsi14_ratio" 0.001 0.002 0
"559" "BFX_N225_rsi14_ratio" 0.001 0 0.001
"560" "`GSPTSE_HO=F_rsi14_ratio`" 0.001 0 0
"561" "`TYX_CL=F_price_ratio`" 0.001 0 0
"562" "XLU_IEF_rsi14_ratio" 0.001 0 0
"563" "XAX_IRX_rsi14_ratio" 0.001 0 0
"564" "ZC.F_smacross" 0.001 0 0
"565" "`ZM=F_GF=F_rsi14_ratio`" 0.001 0 0
"566" "`CT=F_IRX_rsi14_ratio`" 0.001 0 0.001
"567" "`VIX_OJ=F_rsi14_ratio`" 0.001 0 0
"568" "`XLP_RB=F_rsi14_ratio`" 0.001 0 0
"569" "`CC=F_SI=F_price_ratio`" 0.001 0 0
"570" "`BFX_GC=F_rsi14_ratio`" 0.001 0 0
"571" "`BSESN_SB=F_rsi14_ratio`" 0.001 0 0.001
"572" "`CC=F_NZ50_rsi14_ratio`" 0.001 0 0
"573" "`GSPTSE_HG=F_rsi14_ratio`" 0.001 0 0.001
"574" "month_of_year11" 0.001 0 0
"575" "`HSI_NG=F_rsi14_ratio`" 0.001 0.001 0.001
"576" "`FVX_ZO=F_rsi14_ratio`" 0.001 0 0
"577" "`GSPTSE_KE=F_rsi14_ratio`" 0.001 0.001 0
"578" "`DJI_NG=F_rsi14_ratio`" 0.001 0 0
"579" "RUT_GSPTSE_price_ratio" 0.001 0 0
"580" "`KS11_HE=F_rsi14_ratio`" 0.001 0 0
"581" "TNX_TWII_price_ratio" 0.001 0 0
"582" "`ZR=F_ZO=F_rsi14_ratio`" 0.001 0.001 0.001
"583" "`TNX_NG=F_price_ratio`" 0.001 0.001 0
"584" "`ZO=F_JKSE_price_ratio`" 0.001 0.001 0
"585" "`XLF_LE=F_rsi14_ratio`" 0.001 0.001 0
"586" "XLE_GSPC_rsi14_ratio" 0.001 0 0
"587" "MXX_TLT_rsi14_ratio" 0 0 0
"588" "`MERV_RB=F_rsi14_ratio`" 0 0.001 0
"589" "XLV_GDAXI_price_ratio" 0 0 0
"590" "`STI_CT=F_price_ratio`" 0 0 0
"591" "`ZR=F_GF=F_rsi14_ratio`" 0 0 0
"592" "VIX_TYX_rsi14_ratio" 0 0.001 0
"593" "XLV_BSESN_rsi14_ratio" 0 0.001 0.001
"594" "RUT_XLI_price_ratio" 0 0 0
"595" "STI_000001.SS_price_ratio" 0 0 0
"596" "RUT_IXIC_rsi14_ratio" 0 0.001 0.001
"597" "`XLE_ZO=F_rsi14_ratio`" 0 0.001 0.001
"598" "`ZL=F_NZ50_rsi14_ratio`" 0 0.001 0
"599" "ZS.F_smacross" 0 0 0
"600" "XLP_000001.SS_rsi14_ratio" 0 0 0
"601" "DJI_BSESN_rsi14_ratio" 0 0 0
"602" "`HO=F_RB=F_rsi14_ratio`" 0 0.001 0.001
"603" "BFX_HSI_price_ratio" 0 0.001 0
"604" "`N100_GC=F_price_ratio`" 0 0.001 0
"605" "`SB=F_ZL=F_rsi14_ratio`" 0 0.002 0
"606" "XLK_BFX_rsi14_ratio" 0 0.001 0.001
"607" "NYA_GSPC_rsi14_ratio" 0 0 0
"608" "N100_FTSE_price_ratio" 0 0.001 0
"609" "XLP_XLU_price_ratio" 0 0 0
"610" "`ZM=F_HG=F_rsi14_ratio`" 0 0 0
"611" "`CL=F_RB=F_price_ratio`" 0 0.001 0
"612" "X000001.SS_rsi14" 0 0 0
"613" "XLF_SHY_price_ratio" 0 0 0
"614" "N100_FCHI_rsi14_ratio" 0 0 0
"615" "XLK_GSPC_rsi14_ratio" 0 0.002 0.001
"616" "`TYX_HO=F_rsi14_ratio`" 0 0 0
"617" "TLT_IEF_rsi14_ratio" 0 0.001 0.001
"618" "XLU_XLY_rsi14_ratio" 0 0 0
"619" "KLSE_MERV_rsi14_ratio" 0 0.001 0.001
"620" "`FTSE_ZS=F_rsi14_ratio`" 0 0 0
"621" "`GSPTSE_SI=F_price_ratio`" 0 0.001 0
"622" "HSI_KLSE_rsi14_ratio" 0 0 0
"623" "`XLU_HE=F_rsi14_ratio`" 0 0 0
"624" "`KC=F_FTSE_price_ratio`" 0 0 0
"625" "HSI_BVSP_rsi14_ratio" 0 0.001 0.001
"626" "KLSE_000001.SS_rsi14_ratio" 0 0 0
"627" "FCHI_BFX_rsi14_ratio" 0 0.001 0.001
"628" "`CT=F_KE=F_rsi14_ratio`" 0 0 0.001
"629" "GSPTSE_KS11_rsi14_ratio" 0 0 0.001
"630" "`FTSE_HG=F_rsi14_ratio`" 0 0 0
"631" "`ZS=F_OJ=F_rsi14_ratio`" 0 0 0
"632" "ZO.F_rsi14" 0 0 0.001
"633" "FVX_N225_rsi14_ratio" 0 0.001 0
"634" "`MERV_ZM=F_rsi14_ratio`" 0 0.001 0
"635" "NZ50_smacross" 0 0 0
"636" "ZR.F_rsi14" 0 0.001 0.001
"637" "RUT_XHB_rsi14_ratio" 0 0.001 0.001
"638" "`XLE_HE=F_rsi14_ratio`" 0 0 0
"639" "XLV_FTSE_rsi14_ratio" 0 0 0
"640" "`AXJO_ZR=F_price_ratio`" 0 0 0
"641" "`OJ=F_TLT_rsi14_ratio`" 0 0.001 0.001
"642" "`KC=F_CL=F_rsi14_ratio`" 0 0 0
"643" "XLU_KS11_rsi14_ratio" 0 0 0
"644" "`N225_NG=F_rsi14_ratio`" 0 0 0.001
"645" "NYA_XLF_price_ratio" 0 0 0
"646" "`HG=F_HO=F_price_ratio`" 0 0 0
"647" "XLF_XLK_price_ratio" 0 0 0
"648" "`ZO=F_KS11_rsi14_ratio`" 0 0 0
"649" "`N100_HE=F_rsi14_ratio`" 0 0.001 0
"650" "DJI_FCHI_price_ratio" 0 0.001 0
"651" "`XLP_ZL=F_rsi14_ratio`" 0 0 0
"652" "XLF_GSPC_rsi14_ratio" 0 0 0.001
"653" "`AORD_ZR=F_rsi14_ratio`" 0 0 0
"654" "XLF_MXX_rsi14_ratio" 0 0 0.001
"655" "N100_N225_rsi14_ratio" 0 0.002 0.001
"656" "XLV_BFX_rsi14_ratio" 0 0.001 0.001
"657" "XLP_DJI_price_ratio" 0 0 0
"658" "FCHI_HSI_rsi14_ratio" 0 0 0
"659" "DJI_AORD_rsi14_ratio" 0 0 0
"660" "`SI=F_ZS=F_rsi14_ratio`" 0 0 0
"661" "XLP_BSESN_rsi14_ratio" 0 0.001 0.001
"662" "`TWII_ZC=F_rsi14_ratio`" 0 0 0
"663" "FVX_TNX_rsi14_ratio" 0 0 0
"664" "DJI_IEF_rsi14_ratio" 0 0 0
"665" "BSESN_SHY_rsi14_ratio" 0 0 0
"666" "IRX_000001.SS_rsi14_ratio" 0 0 0
"667" "`CT=F_ZL=F_price_ratio`" 0 0 0
"668" "NYA_XLU_price_ratio" 0 0 0
"669" "`MERV_SI=F_rsi14_ratio`" 0 0 0.001
"670" "`XAX_CL=F_price_ratio`" 0 0 0
"671" "`XLP_HO=F_rsi14_ratio`" 0 0 0
"672" "`BSESN_ZC=F_rsi14_ratio`" 0 0 0
"673" "SI.F_rsi14" 0 0 0
"674" "`XLK_HE=F_rsi14_ratio`" 0 0 0
"675" "`BSESN_ZL=F_rsi14_ratio`" 0 0 0
"676" "XLY_TYX_rsi14_ratio" 0 0 0
"677" "IXIC_XHB_rsi14_ratio" 0 0 0
"678" "`STI_NG=F_rsi14_ratio`" 0 0 0
"679" "XAX_XLF_rsi14_ratio" 0 0 0
"680" "`VIX_NG=F_rsi14_ratio`" 0 0.001 0.001
"681" "`TYX_HE=F_rsi14_ratio`" 0 0 0
"682" "GSPTSE_N225_price_ratio" 0 0 0
"683" "`TWII_HG=F_rsi14_ratio`" 0 0 0
"684" "BVSP_FTSE_rsi14_ratio" 0 0 0
"685" "`ZS=F_KE=F_price_ratio`" 0 0.001 0
"686" "`KLSE_RB=F_rsi14_ratio`" 0 0 0
"687" "DJI_GDAXI_price_ratio" 0 0 0
"688" "BFX_KS11_price_ratio" 0 0 0
"689" "STI_KLSE_rsi14_ratio" 0 0 0.001
"690" "XLK_GSPTSE_rsi14_ratio" 0 0 0
"691" "`XLB_ZS=F_rsi14_ratio`" 0 0.001 0
"692" "STI_IRX_rsi14_ratio" 0 0 0
"693" "`BVSP_CL=F_rsi14_ratio`" 0 0 0
"694" "NYA_BVSP_rsi14_ratio" 0 0 0.001
"695" "RUT_XLF_rsi14_ratio" 0 0.002 0.001
"696" "`ZL=F_XHB_rsi14_ratio`" 0 0 0.001
"697" "`ZC=F_LE=F_rsi14_ratio`" 0 0 0
"698" "AXJO_MXX_rsi14_ratio" 0 0 0
"699" "`LE=F_NZ50_price_ratio`" 0 0 0
"700" "`HG=F_XHB_rsi14_ratio`" 0 0 0
"701" "VIX_SHY_rsi14_ratio" 0 0.001 0.001
"702" "RUT_MXX_rsi14_ratio" 0 0 0.001
"703" "XLE_GSPTSE_price_ratio" 0 0.001 0
"704" "IXIC_TYX_rsi14_ratio" 0 0 0
"705" "`FVX_CL=F_rsi14_ratio`" 0 0.002 0
"706" "`CT=F_MERV_rsi14_ratio`" 0 0 0
"707" "FTSE_N225_rsi14_ratio" 0 0 0.001
"708" "`FVX_LE=F_rsi14_ratio`" 0 0.001 0
"709" "`XLU_ZS=F_price_ratio`" 0 0 0
"710" "N100_FCHI_price_ratio" 0 0.001 0
"711" "`N100_LE=F_rsi14_ratio`" 0 0.001 0
"712" "`XLY_SI=F_price_ratio`" 0 0 0
"713" "IXIC_FCHI_rsi14_ratio" 0 0.001 0
"714" "`TWII_NG=F_rsi14_ratio`" 0 0.001 0.001
"715" "VIX_smacross" 0 0 0
"716" "`RUT_CT=F_rsi14_ratio`" 0 0.001 0.001
"717" "RUT_GSPC_price_ratio" 0 0 0
"718" "XLK_XLV_rsi14_ratio" 0 0 0
"719" "XLI_HSI_rsi14_ratio" 0 0 0
"720" "`GSPTSE_GF=F_price_ratio`" 0 0.001 0
"721" "`HO=F_NZ50_rsi14_ratio`" 0 0 0
"722" "`TNX_RB=F_price_ratio`" 0 0 0
"723" "HSI_BVSP_price_ratio" 0 0 0
"724" "`XLB_HG=F_rsi14_ratio`" 0 0.001 0
"725" "`AXJO_CT=F_rsi14_ratio`" 0 0 0
"726" "BFX_TLT_rsi14_ratio" 0 0 0
"727" "GDAXI_KS11_rsi14_ratio" 0 0.001 0.001
"728" "MXX_NZ50_price_ratio" 0 0.001 0
"729" "`HG=F_LE=F_rsi14_ratio`" 0 0 0
"730" "`NYA_SI=F_rsi14_ratio`" 0 0 0
"731" "XLY_KS11_rsi14_ratio" 0 0 0.001
"732" "`N225_CL=F_price_ratio`" 0 0 0
"733" "`CT=F_OJ=F_rsi14_ratio`" 0 0 0.001
"734" "FVX_N225_price_ratio" 0 0 0
"735" "`ZS=F_RB=F_price_ratio`" 0 0.001 0
"736" "KC.F_rsi14" 0 0 0
"737" "`GSPC_SI=F_price_ratio`" 0 0.001 0
"738" "`ZO=F_IEF_rsi14_ratio`" 0 0 0
"739" "XLV_N225_rsi14_ratio" 0 0 0
"740" "XLB_GSPTSE_rsi14_ratio" 0 0.001 0.001
"741" "XLB_TLT_rsi14_ratio" 0 0 0
"742" "`KC=F_OJ=F_price_ratio`" 0 0 0
"743" "`000001.SS_HG=F_rsi14_ratio`" 0 0.001 0
"744" "NYA_N100_rsi14_ratio" 0 0 0
"745" "`GF=F_XHB_rsi14_ratio`" 0 0 0
"746" "`XLK_ZR=F_rsi14_ratio`" 0 0.001 0
"747" "XLF_BFX_rsi14_ratio" 0 0.001 0.001
"748" "NYA_TWII_price_ratio" 0 0.001 0
"749" "DJI_GSPC_rsi14_ratio" 0 0 0.001
"750" "`ZM=F_ZC=F_rsi14_ratio`" 0 0 0.001
"751" "`ZR=F_TLT_price_ratio`" 0 0 0
"752" "XLE_N225_rsi14_ratio" 0 0 0.001
"753" "`N225_LE=F_rsi14_ratio`" 0 0 0.001
"754" "BFX_000001.SS_price_ratio" 0 0 0
"755" "`N225_OJ=F_rsi14_ratio`" 0 0.001 0
"756" "BSESN_FTSE_rsi14_ratio" 0 0.001 0.001
"757" "`000001.SS_TLT_rsi14_ratio`" 0 0 0
"758" "`KS11_ZL=F_rsi14_ratio`" 0 0 0
"759" "XLB_FTSE_rsi14_ratio" 0 0.001 0.001
"760" "XLY_FCHI_price_ratio" 0 0 0
"761" "`KC=F_IEF_rsi14_ratio`" 0 0 0
"762" "`KC=F_HE=F_rsi14_ratio`" 0 0 0.001
"763" "`SI=F_TLT_rsi14_ratio`" 0 0 0
"764" "XLP_KS11_rsi14_ratio" 0 0 0
"765" "`BVSP_SB=F_rsi14_ratio`" 0 0 0.001
"766" "XLP_GDAXI_rsi14_ratio" 0 0.001 0.001
"767" "XLY_IXIC_rsi14_ratio" 0 0.001 0.001
"768" "N100_SHY_rsi14_ratio" 0 0 0
"769" "XLF_N225_price_ratio" 0 0 0
"770" "TLT_smacross" 0 0 0
"771" "XLE_000001.SS_rsi14_ratio" 0 0.001 0
"772" "XLY_smacross" 0 0 0
"773" "`HG=F_HE=F_price_ratio`" 0 0 0
"774" "AORD_MXX_rsi14_ratio" 0 0 0.001
"775" "STI_TWII_rsi14_ratio" 0 0 0.001
"776" "`KS11_HG=F_rsi14_ratio`" 0 0 0.001
"777" "`XLB_CC=F_rsi14_ratio`" 0 0 0.001
"778" "`RB=F_IEF_price_ratio`" 0 0 0
"779" "`FCHI_HO=F_price_ratio`" 0 0 0
"780" "MERV_IRX_rsi14_ratio" 0 0 0
"781" "`TNX_RB=F_rsi14_ratio`" 0 0 0
"782" "`CC=F_JKSE_rsi14_ratio`" 0 0.001 0
"783" "BSESN_KLSE_rsi14_ratio" 0 0 0
"784" "`ZO=F_KE=F_rsi14_ratio`" 0 0 0.001
"785" "`CC=F_VIX_rsi14_ratio`" 0 0 0.001
"786" "`STI_KE=F_rsi14_ratio`" 0 0.001 0.001
"787" "`KS11_OJ=F_rsi14_ratio`" 0 0.001 0
"788" "FCHI_TWII_price_ratio" 0 0 0
"789" "`TNX_GF=F_rsi14_ratio`" 0 0 0
"790" "XLK_IXIC_rsi14_ratio" 0 0 0.001
"791" "`000001.SS_NG=F_rsi14_ratio`" 0 0 0
"792" "`ZL=F_RB=F_price_ratio`" 0 0.001 0.001
"793" "XLB_AXJO_rsi14_ratio" 0 0 0
"794" "IXIC_XHB_price_ratio" 0 0 0
"795" "XAX_XLE_rsi14_ratio" 0 0.002 0.001
"796" "`RB=F_GF=F_price_ratio`" 0 0.001 0
"797" "N225_JKSE_rsi14_ratio" 0 0 0.001
"798" "GDAXI_NZ50_rsi14_ratio" 0 0 0
"799" "`XLE_HO=F_rsi14_ratio`" 0 0.001 0.001
"800" "XAX_XLY_price_ratio" 0 0 0
"801" "XLF_TWII_rsi14_ratio" 0 0 0
"802" "`STI_OJ=F_rsi14_ratio`" 0 0.001 0
"803" "DJI_TYX_rsi14_ratio" 0 0 0
"804" "`CT=F_SHY_price_ratio`" 0 0 0
"805" "`NG=F_ZS=F_rsi14_ratio`" 0 0.001 0
"806" "`ZM=F_NZ50_rsi14_ratio`" 0 0 0
"807" "IRX_smacross" 0 0.001 0
"808" "`BVSP_SI=F_rsi14_ratio`" 0 0 0
"809" "`HE=F_XHB_rsi14_ratio`" 0 0 0
"810" "RUT_TYX_price_ratio" 0 0 0
"811" "ZO.F_smacross" 0 0 0
"812" "`HSI_KE=F_rsi14_ratio`" 0 0.001 0
"813" "`KS11_LE=F_price_ratio`" 0 0 0
"814" "`XLU_CT=F_rsi14_ratio`" 0 0 0.001
"815" "`XLE_RB=F_rsi14_ratio`" 0 0.001 0.001
"816" "`ZC=F_LE=F_price_ratio`" 0 0.001 0
"817" "XLU_IRX_rsi14_ratio" 0 0 0
"818" "MXX_XHB_rsi14_ratio" 0 0 0
"819" "`ZS=F_LE=F_rsi14_ratio`" 0 0.001 0
"820" "XLB_IRX_rsi14_ratio" 0 0 0
"821" "`TWII_GF=F_rsi14_ratio`" 0 0 0
"822" "XLK_STI_rsi14_ratio" 0 0 0
"823" "`XLF_GC=F_rsi14_ratio`" 0 0 0
"824" "`DJI_SI=F_price_ratio`" 0 0 0
"825" "`DJI_GC=F_rsi14_ratio`" 0 0 0
"826" "XLV_BSESN_price_ratio" 0 0 0
"827" "`IXIC_SI=F_rsi14_ratio`" 0 0.001 0
"828" "`CC=F_ZS=F_rsi14_ratio`" 0 0.001 0
"829" "IXIC_KS11_rsi14_ratio" 0 0 0
"830" "XLB_HSI_rsi14_ratio" 0 0.001 0.001
"831" "`ZO=F_KS11_price_ratio`" 0 0.001 0
"832" "RUT_XLB_price_ratio" 0 0.001 0
"833" "`ZM=F_OJ=F_price_ratio`" 0 0 0
"834" "`CL=F_LE=F_rsi14_ratio`" 0 0 0
"835" "XLB_NYA_price_ratio" 0 0 0
"836" "`XLK_HO=F_price_ratio`" 0 0 0
"837" "XLE_FVX_rsi14_ratio" 0 0.001 0
"838" "BVSP_rsi14" 0 0 0
"839" "HO.F_rsi14" 0 0 0
"840" "XLU_rsi14" 0 0 0
"841" "FVX_smacross" 0 0 0
"842" "IXIC_BFX_rsi14_ratio" 0 0 0.001
"843" "`XLE_HG=F_price_ratio`" 0 0 0
"844" "XLB_XLY_rsi14_ratio" 0 0.001 0.001
"845" "FCHI_AORD_rsi14_ratio" 0 0 0
"846" "`JKSE_LE=F_rsi14_ratio`" 0 0 0.001
"847" "`KLSE_GF=F_price_ratio`" 0 0.001 0
"848" "KE.F_smacross" 0 0 0
"849" "XLU_TNX_rsi14_ratio" 0 0 0
"850" "XLU_smacross" 0 0 0
"851" "XLE_BFX_price_ratio" 0 0.001 0
"852" "`BFX_ZM=F_rsi14_ratio`" 0 0 0.001
"853" "`CT=F_RB=F_rsi14_ratio`" 0 0.001 0.001
"854" "`XAX_OJ=F_price_ratio`" 0 0 0
"855" "`XAX_CT=F_rsi14_ratio`" 0 0 0
"856" "XLV_IXIC_rsi14_ratio" 0 0.001 0.001
"857" "`ZO=F_TWII_rsi14_ratio`" 0 0.001 0
"858" "`KE=F_TLT_rsi14_ratio`" 0 0 0
"859" "XLP_FCHI_rsi14_ratio" 0 0 0
"860" "FCHI_GDAXI_price_ratio" 0 0 0
"861" "`ZL=F_GC=F_rsi14_ratio`" 0 0.001 0.001
"862" "KS11_N225_price_ratio" 0 0 0
"863" "`000001.SS_KE=F_rsi14_ratio`" 0 0 0
"864" "BFX_VIX_price_ratio" 0 0 0
"865" "`XLP_ZS=F_rsi14_ratio`" 0 0 0
"866" "`GSPC_KE=F_price_ratio`" 0 0 0
"867" "`CC=F_SHY_rsi14_ratio`" 0 0.001 0
"868" "KS11_XHB_rsi14_ratio" 0 0 0.001
"869" "`FTSE_ZM=F_price_ratio`" 0 0 0
"870" "`CT=F_ZO=F_price_ratio`" 0 0.001 0
"871" "`XLB_GF=F_price_ratio`" 0 0 0
"872" "CL.F_smacross" 0 0 0
"873" "XLB_TYX_rsi14_ratio" 0 0 0
"874" "GSPTSE_rsi14" 0 0.001 0.001
"875" "`CT=F_N225_rsi14_ratio`" 0 0 0
"876" "XLP_BVSP_price_ratio" 0 0 0
"877" "`ZR=F_SB=F_rsi14_ratio`" 0 0 0
"878" "`VIX_HG=F_rsi14_ratio`" 0 0 0
"879" "`N100_HG=F_price_ratio`" 0 0.001 0
"880" "XLI_GDAXI_rsi14_ratio" 0 0.001 0
"881" "XLY_IXIC_price_ratio" 0 0.001 0
